matchId,team_name,player_name,location_x,location_y,shot_onTarget,shot_isGoal,shot_xg,shot_status
5233129,Radomiak Radom,Leândro,86,33,FALSE,FALSE,0.07726,Forbi mål
5233129,Radomiak Radom,Filipe Nascimento,76,50,FALSE,FALSE,0.04227,Forbi mål
5233129,Radomiak Radom,M. Rondón,90,63,FALSE,FALSE,0.1085,Forbi mål
5233129,Radomiak Radom,K. Angielski,82,55,FALSE,FALSE,0.05864,Forbi mål
5233129,Radomiak Radom,Filipe Nascimento,79,36,FALSE,FALSE,0.01135,Forbi mål
5233129,Radomiak Radom,Leândro,85,61,FALSE,FALSE,0.06399,Forbi mål
5233129,Radomiak Radom,M. Karwot,81,64,FALSE,FALSE,0.02802,Forbi mål
5233129,Radomiak Radom,M. Karwot,78,37,FALSE,FALSE,0.01469,Forbi mål
5233129,Radomiak Radom,M. Rondón,93,37,TRUE,FALSE,0.0484,På mål
5233129,Stal Mielec,M. Jankowski,85,64,FALSE,FALSE,0.008106,Forbi mål
5233129,Radomiak Radom,M. Karwot,94,63,TRUE,FALSE,0.0518,På mål
5233129,Radomiak Radom,M. Rondón,93,43,FALSE,FALSE,0.1233,Forbi mål
5233129,Radomiak Radom,D. Sokół,86,44,TRUE,FALSE,0.07371,På mål
5233129,Radomiak Radom,Maurides,92,39,FALSE,FALSE,0.423,Forbi mål
5233130,Warta Poznań,K. Matuszewski,79,45,FALSE,FALSE,0.00981,Forbi mål
5233130,Warta Poznań,A. Ławniczak,91,51,FALSE,FALSE,0.08769,Forbi mål
5233129,Radomiak Radom,D. Jakubik,91,54,TRUE,FALSE,0.06187,På mål
5233130,Warta Poznań,M. Corryn,81,59,TRUE,FALSE,0.03652,På mål
5233130,Warta Poznań,A. Zreľák,96,55,FALSE,FALSE,0.5387,Forbi mål
5233130,Warta Poznań,A. Zreľák,85,66,FALSE,FALSE,0.0099,Forbi mål
5233130,Zagłębie Lubin,D. Pakulski,74,43,TRUE,FALSE,0.04061,På mål
5233130,Zagłębie Lubin,E. Daniel,87,74,FALSE,FALSE,0.03049,Forbi mål
5233130,Warta Poznań,M. Jakóbowski,93,69,FALSE,FALSE,0.07726,Forbi mål
5233130,Zagłębie Lubin,T. Zajíc,93,50,TRUE,TRUE,0.2112,Mål
5233130,Warta Poznań,M. Corryn,78,60,FALSE,FALSE,0.001728,Forbi mål
5233130,Warta Poznań,Ł. Trałka,86,48,FALSE,FALSE,0.08693,Forbi mål
5233130,Warta Poznań,J. Papeau,91,55,FALSE,FALSE,0.4155,Forbi mål
5233130,Zagłębie Lubin,E. Daniel,91,30,TRUE,FALSE,0.1226,På mål
5233130,Zagłębie Lubin,E. Daniel,75,23,FALSE,FALSE,0.001489,Forbi mål
5233130,Warta Poznań,A. Zreľák,96,50,TRUE,FALSE,0.4628,På mål
5233130,Warta Poznań,J. Grzesik,96,59,FALSE,FALSE,0.4573,Forbi mål
5233130,Warta Poznań,A. Zreľák,77,57,TRUE,FALSE,0.0432,På mål
5233130,Zagłębie Lubin,P. Szysz,81,62,TRUE,TRUE,0.12,Mål
5233130,Warta Poznań,M. Jakóbowski,85,42,FALSE,FALSE,0.09616,Forbi mål
5233130,Warta Poznań,A. Zreľák,95,47,TRUE,FALSE,0.4186,På mål
5233130,Warta Poznań,R. Ivanov,80,60,FALSE,FALSE,0.09165,Forbi mål
5233130,Warta Poznań,Ł. Trałka,81,52,FALSE,FALSE,0.004761,Forbi mål
5233130,Warta Poznań,J. Grzesik,76,52,TRUE,FALSE,0.05819,På mål
5233130,Zagłębie Lubin,P. Szysz,81,55,FALSE,FALSE,0.03908,Forbi mål
5233130,Zagłębie Lubin,K. Chodyna,85,62,FALSE,FALSE,0.09788,Forbi mål
5233130,Warta Poznań,Mario Rodríguez,78,52,FALSE,FALSE,0.006826,Forbi mål
5233130,Zagłębie Lubin,E. Daniel,88,35,FALSE,FALSE,0.03884,Forbi mål
5233130,Warta Poznań,Mario Rodríguez,85,62,TRUE,FALSE,0.1276,På mål
5233130,Zagłębie Lubin,K. Chodyna,82,61,TRUE,FALSE,0.07663,På mål
5233130,Zagłębie Lubin,L. Poręba,96,60,FALSE,FALSE,0.3077,Forbi mål
5233130,Zagłębie Lubin,M. Bartolewski,88,46,FALSE,FALSE,0.04711,Forbi mål
