matchId,matchPeriod,minute,second,matchTimestamp,videoTimestamp,relatedEventId,pass,groundDuel,aerialDuel,infraction,carry,type_primary,type_secondary,location_x,location_y,team_id,team_name,team_formation,opponentTeam_id,opponentTeam_name,opponentTeam_formation,player_id,player_name,player_position,shot_bodyPart,shot_isGoal,shot_onTarget,shot_goalZone,shot_xg,shot_postShotXg,shot_goalkeeperActionId,shot_goalkeeper_id,shot_goalkeeper_name,possession_id,possession_duration,possession_types,possession_eventsNumber,possession_eventIndex,possession_startLocation_x,possession_startLocation_y,possession_endLocation_x,possession_endLocation_y,possession_team_id,possession_team_name,possession_team_formation,possession_attack_withShot,possession_attack_withShotOnGoal,possession_attack_withGoal,possession_attack_flank,possession_attack_xg,distance_to_goal,angle_to_goal
5349317,1H,10,10,00:10:10.287,616.287712,NA,NA,NA,NA,NA,NA,shot,,93,65,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,302537,T. Gaprindashvili,RAMF,right_foot,FALSE,TRUE,gb,0.07163,0.09313,1412834975,269588,K. Broll,1412834953,11.911221,,9,8,37,22,93,65,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,FALSE,right,0.0716,17,65
5349317,1H,10,11,00:10:11.823,617.823075,NA,NA,NA,NA,NA,NA,shot,,93,45,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,85484,D. Bohar,LAMF,right_foot,TRUE,TRUE,gc,0.6345,0.699,1412834977,269588,K. Broll,1412834978,0.0,,1,0,93,45,93,45,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,TRUE,center,0.6345,9,36
5349317,1H,13,49,00:13:49.546,835.546973,NA,NA,NA,NA,NA,NA,shot,,79,66,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,302537,T. Gaprindashvili,RAMF,left_foot,FALSE,FALSE,otl,0.0259,NA,NA,NA,NA,1412835063,8.0530995,,6,5,35,94,79,66,13520,Zagłębie Lubin,4-2-3-1,TRUE,FALSE,FALSE,right,0.0259,26,37
5349317,1H,17,6,00:17:06.928,1032.928746,NA,NA,NA,NA,NA,NA,shot,,76,39,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,513243,K. Okunuki,LWB,right_foot,FALSE,FALSE,pt,0.04134,NA,NA,NA,NA,1412835104,23.8316845,,11,10,28,40,76,39,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,left,0.0413,26,25
5349317,1H,17,9,00:17:09.469,1035.469759,NA,NA,NA,NA,NA,NA,shot,,96,53,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,477101,R. Dadok,RWF,head_or_other,TRUE,TRUE,gc,0.7119,0.7668,1412835158,604764,K. Bieszczad,1412835117,0.0,,1,0,96,53,96,53,13512,Górnik Zabrze,3-4-3,TRUE,TRUE,TRUE,center,0.7119,5,37
5349317,1H,24,42,00:24:42.256,1488.256557,NA,NA,NA,NA,NA,NA,shot,,88,37,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,4343,Dani Pacheco,LWF,right_foot,FALSE,FALSE,bc,0.1416,NA,NA,NA,NA,1412835219,0.9672015,,3,2,84,31,88,37,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,center,0.1416,18,47
5349317,1H,24,17,00:24:17.002,1463.002242,NA,NA,NA,NA,NA,NA,shot,,70,42,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,360866,J. Mvondo,LCMF,right_foot,FALSE,FALSE,or,0.007868,NA,NA,NA,NA,1412835214,0.9679555,,2,1,68,32,70,42,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,center,0.0079,31,15
5349317,1H,26,55,00:26:55.613,1621.613482,NA,NA,NA,NA,NA,NA,shot,,88,71,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,99437,P. Olkowski,RWB,left_foot,FALSE,FALSE,bc,0.02152,NA,NA,NA,NA,1412835243,19.9538035,,13,12,11,48,88,71,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,center,0.0215,24,60
5349317,1H,27,41,00:27:41.966,1667.966304,NA,NA,NA,NA,NA,NA,shot,,95,38,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,285647,P. Krawczyk,CF,left_foot,FALSE,FALSE,ot,0.1406,NA,NA,NA,NA,1412835259,42.9637955,,29,28,67,42,95,38,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,left,0.1406,13,67
5349317,1H,28,23,00:28:23.426,1709.426426,NA,NA,NA,NA,NA,NA,shot,,79,28,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,99634,F. Starzyński,AMF,right_foot,FALSE,TRUE,glb,0.04276,0.04821,1412835323,269588,K. Broll,1412835336,15.1108755,,10,9,0,46,79,28,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,FALSE,center,0.0428,30,46
5349317,1H,30,7,00:30:07.030,1813.03047,NA,NA,NA,NA,NA,NA,shot,,75,62,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,360866,J. Mvondo,RCMF,right_foot,FALSE,FALSE,obr,0.0384,NA,NA,NA,NA,1412835356,3.564161,,4,3,68,28,75,62,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,center,0.0384,28,26
5349317,1H,31,19,00:31:19.789,1885.789975,NA,NA,NA,NA,NA,NA,shot,,79,62,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,302537,T. Gaprindashvili,RAMF,left_foot,FALSE,FALSE,bc,0.009137,NA,NA,NA,NA,1412835386,47.860786,,29,28,0,49,79,62,13520,Zagłębie Lubin,4-2-3-1,TRUE,FALSE,FALSE,center,0.0091,24,30
5349317,1H,31,23,00:31:23.007,1889.007817,NA,NA,NA,NA,NA,NA,shot,,97,59,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,99634,F. Starzyński,AMF,right_foot,TRUE,TRUE,glb,0.4526,0.7483,1412835399,269588,K. Broll,1412835411,0.0,,1,0,97,59,97,59,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,TRUE,center,0.4526,9,72
5349317,1H,38,21,00:38:21.382,2307.382993,NA,NA,NA,NA,NA,NA,shot,,91,56,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,302537,T. Gaprindashvili,RAMF,left_foot,FALSE,TRUE,gc,0.3891,0.3771,1412835630,269588,K. Broll,1412835505,10.3718305,,8,7,59,46,91,56,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,FALSE,center,0.3891,11,34
5349317,1H,43,52,00:43:52.754,2638.754869,NA,NA,NA,NA,NA,NA,shot,,80,64,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,15224,J. Kotzke,CB,right_foot,FALSE,FALSE,bc,0.001902,NA,NA,NA,NA,1412835690,12.1620945,,10,9,74,26,80,64,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,right,0.0019,24,35
5349317,1H,43,58,00:43:58.971,2644.971456,NA,NA,NA,NA,NA,NA,shot,,76,40,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,4343,Dani Pacheco,LWF,right_foot,FALSE,FALSE,bc,0.03294,NA,NA,NA,NA,1412835704,0.8820565,,3,2,80,28,76,40,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,left,0.0329,26,23
5349317,1H,45,8,00:45:08.881,2714.881368,NA,NA,NA,NA,NA,NA,shot,,89,55,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,477101,R. Dadok,RWF,right_foot,FALSE,FALSE,bc,0.02346,NA,NA,NA,NA,1412835719,20.986465,,12,11,91,100,89,55,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,right,0.0235,12,24
5349317,2H,47,48,00:47:48.867,3091.867339,NA,NA,NA,NA,NA,NA,shot,,80,51,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,15224,J. Kotzke,RCMF,left_foot,FALSE,TRUE,gb,0.1323,0.0992,1412835757,604764,K. Bieszczad,1412835880,14.911207,,11,10,27,17,80,51,13512,Górnik Zabrze,3-4-3,TRUE,TRUE,FALSE,left,0.1323,20,3
5349317,2H,50,35,00:50:35.265,3258.265548,NA,NA,NA,NA,NA,NA,shot,,84,54,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,513243,K. Okunuki,LWB,right_foot,FALSE,TRUE,gt,0.144,0.1242,1412835803,604764,K. Bieszczad,1412835969,2.20944,,5,4,86,30,84,54,13512,Górnik Zabrze,3-4-3,TRUE,TRUE,FALSE,center,0.144,16,14
5349317,2H,50,56,00:50:56.920,3279.920219,NA,NA,NA,NA,NA,NA,shot,,96,67,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,617195,R. Adamski,CF,right_foot,FALSE,FALSE,or,0.131,NA,NA,NA,NA,1412835812,17.213371,,10,9,10,48,96,67,13520,Zagłębie Lubin,4-2-3-1,TRUE,FALSE,FALSE,right,0.131,17,77
5349317,2H,53,31,00:53:31.435,3434.435662,NA,NA,NA,NA,NA,NA,shot,,76,54,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,15224,J. Kotzke,RCMF,right_foot,FALSE,FALSE,olb,0.002204,NA,NA,NA,NA,1412836024,17.3361975,,6,5,69,100,76,54,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,center,0.0022,24,9
5349317,2H,50,31,00:50:31.189,3254.189452,NA,NA,NA,NA,NA,NA,shot,,90,28,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,4343,Dani Pacheco,LWF,right_foot,FALSE,FALSE,bc,0.03842,NA,NA,NA,NA,1412835952,14.2385915,,6,5,35,6,90,28,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,left,0.0384,24,66
5349317,2H,57,11,00:57:11.560,3654.560476,NA,NA,NA,NA,NA,NA,shot,,94,37,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,477101,R. Dadok,RWF,right_foot,TRUE,TRUE,gb,0.2342,0.2886,1412835962,604764,K. Bieszczad,1412836074,52.016963,,25,24,4,44,94,37,13512,Górnik Zabrze,3-4-3,TRUE,TRUE,TRUE,left,0.2342,14,65
5349317,2H,63,22,01:03:22.690,4025.690941,NA,NA,NA,NA,NA,NA,shot,,93,52,13520,Zagłębie Lubin,4-2-3-1,13512,Górnik Zabrze,3-4-3,85484,D. Bohar,LAMF,right_foot,TRUE,TRUE,glb,0.3254,0.7566,1412836199,269588,K. Broll,1412836049,5.645619,,4,3,77,100,93,52,13520,Zagłębie Lubin,4-2-3-1,TRUE,TRUE,TRUE,right,0.3254,7,16
5349317,2H,68,56,01:08:56.632,4359.632977,NA,NA,NA,NA,NA,NA,shot,,90,50,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,15224,J. Kotzke,RCMF,head_or_other,FALSE,FALSE,pt,0.1047,NA,NA,NA,NA,1412836281,30.338027,,17,16,59,26,90,50,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,left,0.1047,10,0
5349317,2H,69,45,01:09:45.176,4408.176046,NA,NA,NA,NA,NA,NA,shot,,91,38,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,4-2-3-1,50908,E. Bergström,CB,left_foot,FALSE,FALSE,olb,0.1073,NA,NA,NA,NA,1412836318,1.9392525,,3,2,100,100,91,38,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,right,0.1073,15,53
5349317,2H,78,7,01:18:07.079,4910.079692,NA,NA,NA,NA,NA,NA,shot,,78,63,13520,Zagłębie Lubin,5-4-1,13512,Górnik Zabrze,3-4-3,777648,B. Kłudka,RB5,right_foot,FALSE,FALSE,bc,0.02691,NA,NA,NA,NA,1412836280,26.867786,,16,15,55,56,78,63,13520,Zagłębie Lubin,5-4-1,TRUE,FALSE,FALSE,center,0.0269,26,31
5349317,2H,78,9,01:18:09.775,4912.775438,NA,NA,NA,NA,NA,NA,shot,,79,40,13520,Zagłębie Lubin,5-4-1,13512,Górnik Zabrze,3-4-3,406050,T. Makowski,LCMF,right_foot,FALSE,FALSE,bc,0.05116,NA,NA,NA,NA,1412836307,0.0,,1,0,79,40,79,40,13520,Zagłębie Lubin,5-4-1,TRUE,FALSE,FALSE,center,0.0512,23,25
5349317,2H,78,23,01:18:23.288,4926.288717,NA,NA,NA,NA,NA,NA,shot,,83,63,13520,Zagłębie Lubin,5-4-1,13512,Górnik Zabrze,3-4-3,777648,B. Kłudka,RB5,left_foot,FALSE,TRUE,gb,0.09881,0.04838,1412836499,269588,K. Broll,1412836309,8.52247,,6,5,65,43,83,63,13520,Zagłębie Lubin,5-4-1,TRUE,TRUE,FALSE,right,0.0988,21,37
5349317,2H,79,49,01:19:49.748,5012.748894,NA,NA,NA,NA,NA,NA,shot,,86,31,13512,Górnik Zabrze,3-4-3,13520,Zagłębie Lubin,5-4-1,15291,L. Podolski,LWF,left_foot,FALSE,FALSE,bc,0.007496,NA,NA,NA,NA,1412836528,11.629999,,11,10,59,32,86,31,13512,Górnik Zabrze,3-4-3,TRUE,FALSE,FALSE,right,0.0075,24,54
5349318,1H,1,50,00:01:50.754,116.754265,NA,NA,NA,NA,NA,NA,shot,,89,53,13518,Pogoń Szczecin,4-1-4-1,13559,Lechia Gdańsk,4-4-1-1,581928,Léo Borges,LB,head_or_other,FALSE,FALSE,or,0.08255,NA,NA,NA,NA,1439304575,0.8284215,,2,1,100,0,89,53,13518,Pogoń Szczecin,4-1-4-1,TRUE,FALSE,FALSE,left,0.0825,11,15
